WavFileName,grade,canonical_word,decoded_word,label,start_time,end_time,canonical_phone_seq,GT_label,GT_binary,EN_phone_seq_raw,EN_phone_seq_clean,frame_start,frame_end,n_frames,raw_logmax_min,raw_logmax_sum,raw_logmax_mean,temprature_logmax_min,temprature_logmax_sum,temprature_logmax_mean,raw_entropy_min,raw_entropy_sum,raw_entropy_mean,temprature_entropy_min,temprature_entropy_sum,temprature_entropy_mean,normalized_max_prob_min,normalized_max_prob_sum,normalized_max_prob_mean,entropy_gibbs_lin_min,entropy_gibbs_lin_sum,entropy_gibbs_lin_mean,entropy_gibbs_exp_min,entropy_gibbs_exp_sum,entropy_gibbs_exp_mean,entropy_tsallis_lin_min,entropy_tsallis_lin_sum,entropy_tsallis_lin_mean,entropy_tsallis_exp_min,entropy_tsallis_exp_sum,entropy_tsallis_exp_mean,entropy_renyi_lin_min,entropy_renyi_lin_sum,entropy_renyi_lin_mean,entropy_renyi_exp_min,entropy_renyi_exp_sum,entropy_renyi_exp_mean,costed_neglog,lev_dist,n_canon_phones,n_hyp_phones
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,3,beautiful,beautiful,c,4.38,4.95,B Y UW T AH F AH L,c,0,B Y UW T IH F UH L *,B Y UW T IH F UH L,219,248,29,-0.3679395020008087,-0.46834927797317505,-0.01614997535943985,-0.9388986229896545,-7.746090888977051,-0.2671065926551819,3.4665157727431506e-05,0.9821829199790955,0.03386837616562843,0.6615913510322571,35.2175178527832,1.2143971920013428,0.8573402166366577,28.81705093383789,0.9936913847923279,0.6144267320632935,23.286531448364258,0.802983820438385,0.0014755645534023643,1.71208918094635,0.05903755873441696,0.8406306505203247,27.317901611328125,0.9419966340065002,0.028990253806114197,9.732511520385742,0.33560383319854736,0.548574686050415,22.515033721923828,0.7763804793357849,0.15930186212062836,12.576620101928711,0.433676540851593,7.293274914435145,2.0,8,8
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,3,feathers,feathers,c,4.95,5.58,F EH DH AH R Z,s,1,* F EH DH AH R S * SIL *,F EH DH AH R S,247,279,32,-0.3931815028190613,-0.5485227704048157,-0.01714133657515049,-1.3202714920043945,-9.68648624420166,-0.3027026951313019,6.0304409998934716e-05,1.6623144149780273,0.051947325468063354,0.7596602439880371,40.662139892578125,1.2706918716430664,0.848025918006897,31.785425186157227,0.9932945370674133,0.5499581098556519,25.548276901245117,0.7983836531639099,0.0004961101221852005,1.6403719186782837,0.051261622458696365,0.7581934928894043,29.980632781982422,0.9368947744369507,0.00464321905747056,9.887808799743652,0.30899402499198914,0.4374774098396301,24.434551239013672,0.7635797262191772,0.09641102701425552,13.191291809082031,0.4122278690338135,2.250333956628733,1.0,6,6
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,3,every,every,c,5.94,6.39,EH V AH R IY,c,0,EH V R IY *,EH V R IY,297,320,23,-0.6366543173789978,-0.6467313766479492,-0.028118755668401718,-0.8553960919380188,-5.525101661682129,-0.2402218133211136,2.701596895349212e-05,0.7727801203727722,0.0335991345345974,0.6674405932426453,25.10811996459961,1.0916574001312256,0.7611382007598877,22.757049560546875,0.98943692445755,0.6497589349746704,18.93071174621582,0.8230744004249573,0.0026815554592758417,1.633760929107666,0.07103308290243149,0.8755742907524109,21.83293914794922,0.9492582082748413,0.06301175057888031,8.588186264038086,0.37339940667152405,0.6089960932731628,18.305217742919922,0.7958790063858032,0.2065485417842865,10.671021461486816,0.46395745873451233,3.56735060199773,1.0,5,4
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,3,day,day,c,6.39,6.72,D EY,c,0,* D EY *,D EY,319,336,17,-0.6366543173789978,-0.7054762840270996,-0.04149860516190529,-0.8553960919380188,-4.8032708168029785,-0.2825453281402588,3.656975241028704e-05,1.0100938081741333,0.05941728129982948,0.6880741119384766,19.76233673095703,1.1624903678894043,0.7611382007598877,16.733348846435547,0.9843146204948425,0.6918768882751465,13.889273643493652,0.8170161247253418,0.0054655857384204865,1.064879059791565,0.06263994425535202,0.8979960083961487,16.062374114990234,0.9448455572128296,0.10369739681482315,5.7143330574035645,0.33613723516464233,0.6541353464126587,13.274415969848633,0.7808480262756348,0.24970713257789612,7.416122913360596,0.4362425208091736,0.0,0.0,2,2
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,3,he,he,c,6.72,6.9,HH IY,c,0,HH IY *,HH IY,336,345,9,-0.006124677136540413,-0.018566476181149483,-0.002062941901385784,-0.6165724992752075,-2.897998809814453,-0.3219998776912689,0.00016172166215255857,0.12754066288471222,0.014171184971928596,0.9203596115112305,12.634982109069824,1.4038869142532349,0.997516393661499,8.992469787597656,0.9991633296012878,0.6463623046875,7.0377936363220215,0.7819770574569702,0.0025319037958979607,0.3302167057991028,0.03669074550271034,0.8726103901863098,8.394524574279785,0.9327249526977539,0.058996088802814484,2.346515655517578,0.26072394847869873,0.6034443378448486,6.709846496582031,0.7455384731292725,0.20173713564872742,3.391386032104492,0.3768206834793091,0.0,0.0,2,2
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,3,walked,walked,c,6.9,7.47,W AO K T,c,0,* W AO K D * SIL *,W AO K D,345,374,29,-0.039862968027591705,-0.05138428509235382,-0.0017718719318509102,-0.7785969376564026,-7.032140731811523,-0.2424876093864441,3.415315950405784e-05,0.26241534948349,0.009048805572092533,0.6619843244552612,33.76505661010742,1.1643122434616089,0.9839026927947998,28.979230880737305,0.9992838501930237,0.5816888809204102,23.56743621826172,0.8126702308654785,0.0008483477286063135,1.829603672027588,0.0630897805094719,0.8363078832626343,27.43818473815918,0.9461442828178406,0.02633552998304367,10.153879165649414,0.3501337766647339,0.5417793393135071,22.801673889160156,0.7862645983695984,0.1546401083469391,12.939997673034668,0.44620680809020996,3.8933488049826166,1.0,4,4
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,3,in,in,c,7.71,8.07,IH N,c,0,IH N * SIL *,IH N,385,404,19,-0.3051973283290863,-0.7466372847557068,-0.039296697825193405,-0.8581045866012573,-5.303757667541504,-0.27914515137672424,1.8549511878518388e-05,1.6850523948669434,0.08868696540594101,0.6125818490982056,21.06943130493164,1.108917474746704,0.8807483911514282,18.706605911254883,0.9845582246780396,0.6583369374275208,15.594656944274902,0.8207713961601257,0.0031000636518001556,1.4680218696594238,0.07726430892944336,0.8569409251213074,17.95389747619629,0.9449419975280762,0.041651368141174316,6.943206310272217,0.36543190479278564,0.5754790306091309,14.950382232666016,0.7868621945381165,0.17899709939956665,8.681561470031738,0.45692428946495056,0.0,0.0,2,2
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,3,front,front,c,8.22,8.7,F R AH N T,c,0,F R AH N T *,F R AH N T,411,435,24,-0.5624226331710815,-0.6082512736320496,-0.02534380368888378,-0.819323718547821,-5.319597244262695,-0.2216498851776123,2.150299224012997e-05,0.8946801424026489,0.03727833926677704,0.5819244980812073,24.56514549255371,1.0235477685928345,0.7870710492134094,23.768573760986328,0.9903572201728821,0.6084237098693848,19.929969787597656,0.8304154276847839,0.0013331531081348658,2.031327724456787,0.08463865518569946,0.8391305208206177,22.8504638671875,0.9521026611328125,0.028039949014782906,9.653362274169922,0.4022234380245209,0.5462014079093933,19.356977462768555,0.8065407276153564,0.15765994787216187,11.671783447265625,0.4863243103027344,0.0,0.0,5,5
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,3,of,of,c,8.73,9.06,AH V,c,0,AO F,AO F,436,453,17,-0.00245568435639143,-0.003617494134232402,-0.00021279377688188106,-0.41690707206726074,-2.863868474960327,-0.1684628576040268,2.6100118702743202e-05,0.02920457534492016,0.0017179162241518497,0.6271751523017883,15.594378471374512,0.9173163771629333,0.9990037083625793,16.998533248901367,0.9999136924743652,0.7055954933166504,14.391475677490234,0.8465573787689209,0.006892311852425337,1.623816967010498,0.09551864862442017,0.9087568521499634,16.31911277770996,0.9599478244781494,0.13170389831066132,7.503054618835449,0.4413561522960663,0.6780694723129272,14.065781593322754,0.8273988962173462,0.275802880525589,8.803309440612793,0.5178417563438416,4.411563432609308,2.0,2,2
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,3,all,all,c,9.21,9.57,AO L,c,0,AO L *,AO L,460,479,19,-0.0023580556735396385,-0.0052361697889864445,-0.0002755878958851099,-0.3874019980430603,-3.288522958755493,-0.17308016121387482,4.0269907913170755e-05,0.04114743322134018,0.0021656544413417578,0.6528628468513489,17.85190773010254,0.9395740628242493,0.9990434050559998,18.99787712097168,0.9998882412910461,0.7319852709770203,16.044933319091797,0.844470202922821,0.01076787244528532,1.664137601852417,0.0875861868262291,0.9171984791755676,18.227163314819336,0.9593243598937988,0.15887351334095,8.1116943359375,0.4269312918186188,0.6980689764022827,15.649064064025879,0.823634922504425,0.29951930046081543,9.635659217834473,0.5071399807929993,0.0,0.0,2,2
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,3,the,the,c,9.57,10.02,DH AH,c,0,DH AH *,DH AH,478,501,23,-0.00950867310166359,-0.020513158291578293,-0.0008918764651753008,-0.5170465707778931,-4.37457275390625,-0.19019880890846252,2.348647831240669e-05,0.13433875143527985,0.0058408151380717754,0.5618693232536316,22.434478759765625,0.975412130355835,0.9961457252502441,22.991682052612305,0.9996383786201477,0.695252537727356,19.29444694519043,0.8388890027999878,0.0057865832932293415,2.0776941776275635,0.09033452719449997,0.8962513208389282,21.9980525970459,0.9564370512962341,0.09975465387105942,9.64278793334961,0.4192516505718231,0.6504051685333252,18.790876388549805,0.8169946074485779,0.24585117399692535,11.518013954162598,0.5007832050323486,0.0,0.0,2,2
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,3,other,other,c,10.02,10.47,AH DH AH R,c,0,AH DH AH R *,AH DH AH R,500,524,24,-0.33999812602996826,-0.36371901631355286,-0.015154958702623844,-0.7637158036231995,-4.779786109924316,-0.19915775954723358,2.6361842174082994e-05,0.7337689399719238,0.030573705211281776,0.5208336710929871,22.957237243652344,0.9565515518188477,0.8677193522453308,23.858110427856445,0.9940879344940186,0.7144415378570557,20.195453643798828,0.8414772152900696,0.008004170842468739,2.297301769256592,0.09572090953588486,0.8914272785186768,22.955026626586914,0.9564594626426697,0.08961618691682816,10.198755264282227,0.424948126077652,0.6402946710586548,19.632856369018555,0.8180356621742249,0.2356724590063095,12.126521110534668,0.5052717328071594,0.0,0.0,4,4
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,3,animals,animals,c,10.47,11.28,AE N AH M AH L Z,c,0,* AE N IH M AH L Z * SIL *,AE N IH M AH L Z,523,564,41,-0.18652768433094025,-0.2884165048599243,-0.00703454902395606,-0.6149521470069885,-8.436786651611328,-0.20577529072761536,1.3781322195427492e-05,0.9117845296859741,0.02223864756524563,0.5554646253585815,40.598785400390625,0.9902142882347107,0.9260389804840088,40.884910583496094,0.997192919254303,0.6826526522636414,34.32978057861328,0.8373117446899414,0.0046763611026108265,3.7698588371276855,0.0919477790594101,0.8885992765426636,39.14698028564453,0.9548044204711914,0.08415878564119339,16.940584182739258,0.4131849706172943,0.6345012784004211,33.328094482421875,0.8128803372383118,0.23001514375209808,20.342601776123047,0.49616101384162903,2.8059285653833057,1.0,7,7
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,3,he,he,c,11.58,11.88,HH IY,c,0,HH IY *,HH IY,579,594,15,-0.06825559586286545,-0.08734867721796036,-0.005823245272040367,-0.5290266871452332,-3.777813196182251,-0.25185421109199524,2.4442711946903728e-05,0.36734092235565186,0.024489395320415497,0.6226108074188232,17.16079330444336,1.1440528631210327,0.9725346565246582,14.964792251586914,0.9976528286933899,0.683435320854187,12.256732940673828,0.8171155452728271,0.004738651681691408,1.002302646636963,0.0668201744556427,0.8919367790222168,14.197443008422852,0.9464961886405945,0.09063637256622314,5.27692985534668,0.3517953157424927,0.6413487195968628,11.80158805847168,0.7867725491523743,0.23671536147594452,6.721471309661865,0.4480980932712555,0.0,0.0,2,2
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,3,liked,liked,c,11.88,12.63,L AY K T,s,1,* L AY K D * SIL *,L AY K D,594,632,38,-0.14370609819889069,-0.3295540511608124,-0.008672474883496761,-0.6613199710845947,-8.662184715270996,-0.22795222699642181,2.481922638253309e-05,1.0819202661514282,0.028471585363149643,0.6760419011116028,40.8687744140625,1.0754940509796143,0.9427146911621094,37.86801528930664,0.9965267181396484,0.695949137210846,31.34271240234375,0.8248082399368286,0.005855134688317776,2.7869760990142822,0.0733414739370346,0.8870341181755066,36.11598205566406,0.9504205584526062,0.08128248155117035,14.329710960388184,0.3770976662635803,0.6313357353210449,30.341426849365234,0.7984585762023926,0.22697658836841583,17.773588180541992,0.4677259922027588,3.8933488049826166,1.0,4,4
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,3,to,to,c,12.66,12.93,T UW,c,0,T UW,T UW,633,647,14,-0.0015744437696412206,-0.0025751562789082527,-0.00018393973005004227,-0.38906151056289673,-2.7284796237945557,-0.19489140808582306,4.564800110529177e-05,0.022030385211110115,0.0015735989436507225,0.7369349598884583,14.723179817199707,1.051655650138855,0.9993612766265869,13.998955726623535,0.999925434589386,0.7311043739318848,11.594351768493652,0.8281679749488831,0.010608693584799767,0.9115598201751709,0.06511141359806061,0.9168573617935181,13.361138343811035,0.9543670415878296,0.15767398476600647,5.320553302764893,0.3800395131111145,0.6972381472587585,11.285673141479492,0.8061195015907288,0.2984974980354309,6.598350524902344,0.4713107645511627,0.0,0.0,2,2
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,3,show,show,c,12.93,13.44,SH OW,s,1,* SH OW,SH OW,646,672,26,-0.48334407806396484,-1.1294604539871216,-0.04344078525900841,-1.073533296585083,-7.3302388191223145,-0.2819322645664215,2.905011388065759e-05,1.8551795482635498,0.07135306298732758,0.6422132253646851,31.032991409301758,1.1935765743255615,0.8152316212654114,25.564279556274414,0.9832414984703064,0.5912363529205322,20.99775505065918,0.8076059818267822,0.0009969626553356647,1.4472904205322266,0.055665016174316406,0.8165117502212524,24.50225830078125,0.9423945546150208,0.01696406863629818,8.610701560974121,0.3311808407306671,0.5122498273849487,20.18790626525879,0.7764579057693481,0.13573333621025085,11.20024299621582,0.4307785630226135,0.0,0.0,2,2
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,3,off,off,c,13.5,13.89,AO F,c,0,AO F * SIL *,AO F,675,695,20,-0.43627050518989563,-0.5900582671165466,-0.02950291335582733,-1.0492881536483765,-6.700112819671631,-0.33500564098358154,4.647454261430539e-05,1.258289098739624,0.06291445344686508,0.7544182538986206,26.446958541870117,1.32234787940979,0.8322610259056091,19.770620346069336,0.9885309934616089,0.564286470413208,15.780951499938965,0.7890475988388062,0.0006321069085970521,1.074387788772583,0.05371939018368721,0.7953629493713379,18.63542366027832,0.9317711591720581,0.010603898204863071,6.048442840576172,0.3024221360683441,0.48324501514434814,15.063467025756836,0.7531733512878418,0.1191314086318016,8.092254638671875,0.4046127200126648,0.0,0.0,2,2
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,3,his,his,c,14.19,14.73,HH IH Z,c,0,HH IH Z *,HH IH Z,709,737,28,-0.25439688563346863,-0.4036897122859955,-0.014417489990592003,-0.6798439621925354,-6.425461292266846,-0.22948075830936432,2.1980536985211074e-05,1.120058298110962,0.04000208154320717,0.5977048873901367,29.37312126159668,1.0490400791168213,0.8999720811843872,27.839799880981445,0.9942785501480103,0.6754618883132935,23.19318199157715,0.8283279538154602,0.004141048062592745,2.1639766693115234,0.07728487998247147,0.8747498989105225,26.6245174407959,0.9508756399154663,0.06186817213892937,10.840975761413574,0.3871777057647705,0.6074430346488953,22.43673324584961,0.8013119101524353,0.20519226789474487,13.29248046875,0.4747314453125,0.0,0.0,3,3
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,3,beautiful,beautiful,c,14.73,15.39,B Y UW T AH F AH L,c,0,B Y UW T IH F UH L *,B Y UW T IH F UH L,736,770,34,-0.08063460886478424,-0.1040472686290741,-0.0030602137558162212,-0.7384511232376099,-8.338238716125488,-0.24524231255054474,3.420625580474734e-05,0.4337652921676636,0.01275780238211155,0.6606060266494751,40.19976043701172,1.1823458671569824,0.9676035642623901,33.9581184387207,0.9987682104110718,0.624091386795044,27.498014450073242,0.8087651133537292,0.0017374869203194976,2.0813732147216797,0.06121686100959778,0.852370023727417,32.14466094970703,0.9454312324523926,0.03762916475534439,11.658639907836914,0.34290117025375366,0.5677270889282227,26.6331844329834,0.7833289504051208,0.17311285436153412,15.002148628234863,0.4412396550178528,7.293274914435145,2.0,8,8
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,3,feathers,feathers,c,15.39,16.02,F EH DH AH R Z,c,0,F EH AH R S * SIL,F EH AH R S,769,801,32,-0.058599669486284256,-0.09754576534032822,-0.0030483051668852568,-0.8230974674224854,-8.047730445861816,-0.25149157643318176,6.002771624480374e-05,0.5177053809165955,0.016178293153643608,0.6008274555206299,37.06547546386719,1.1582961082458496,0.9763917922973633,31.960601806640625,0.9987688064575195,0.6388334035873413,26.090206146240234,0.8153189420700073,0.002229286590591073,2.1547963619232178,0.06733738631010056,0.8461399078369141,30.26226234436035,0.945695698261261,0.03276501223444939,11.241006851196289,0.35128146409988403,0.5574318170547485,25.139188766479492,0.7855996489524841,0.16556307673454285,14.304047584533691,0.44700148701667786,7.543764285102983,2.0,6,5
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,3,the,the,c,16.26,16.89,DH AH,c,0,DH AH * SIL *,DH AH,813,845,32,-0.13639631867408752,-0.2638177275657654,-0.008244303986430168,-0.7836717367172241,-6.747714996337891,-0.21086609363555908,2.1097510398249142e-05,0.8885971903800964,0.027768662199378014,0.5474463701248169,31.898784637451172,0.9968370199203491,0.9455790519714355,31.894275665283203,0.9966961145401001,0.6470872163772583,26.66967010498047,0.8334271907806396,0.002563124056905508,2.9334800243377686,0.09167125076055527,0.8585493564605713,30.496192932128906,0.9530060291290283,0.043166689574718475,13.346366882324219,0.41707396507263184,0.5782482624053955,25.946136474609375,0.810816764831543,0.1811418980360031,15.912694931030273,0.49727171659469604,0.0,0.0,2,2
