WavFileName,canonical_word,decoded_word,start_time,end_time,GT_label,costed_neglog,entropy_gibbs_exp_min,miscue_forced,miscue_prob,miscue_label,miscue_pred
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,animals,animals,10.47,11.28,c,2.8059285653833057,0.0046763611026108,0,0.511318,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,he,he,11.58,11.88,c,0.0,0.0047386516816914,0,0.149343,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,liked,liked,11.88,12.63,s,3.8933488049826166,0.0058551346883177,0,0.789076,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,to,to,12.66,12.93,c,0.0,0.0106086935847997,0,0.059093,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,show,show,12.93,13.44,s,0.0,0.0009969626553356,0,0.377337,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,off,off,13.5,13.89,c,0.0,0.000632106908597,0,0.433402,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,his,his,14.19,14.73,c,0.0,0.0041410480625927,0,0.171941,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,beautiful,beautiful,14.73,15.39,c,7.293274914435145,0.0017374869203194,0,0.735886,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,feathers,feathers,15.39,16.02,c,7.543764285102983,0.002229286590591,0,0.887907,1,S
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,the,the,16.26,16.89,c,0.0,0.0025631240569055,0,0.267299,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,animals,animals,16.89,17.49,c,2.8059285653833057,0.0074726208113133,0,0.223174,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,always,always,17.49,17.97,c,0.0,0.0008944525034166,0,0.377337,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,smiled,smiled,18.0,18.57,c,0.0,0.0081129698082804,0,0.105428,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,at,at,18.57,18.93,c,0.0,0.0055350041948258,0,0.122798,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,him,him,18.93,19.35,c,0.0,0.0074227387085556,0,0.1273,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,but,but,19.35,19.74,c,0.0,0.0033493896480649,0,0.170065,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,one,one,20.04,20.46,c,0.0,0.0103835193440318,0,0.057197,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,day,day,20.46,20.85,c,0.0,0.0096207223832607,0,0.06149,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,the,the,21.6,22.14,c,0.0,0.0079266801476478,0,0.105428,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,animals,animals,22.14,22.83,c,2.8059285653833057,0.0051486082375049,0,0.400647,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,were,were,23.1,23.4,c,0.0,0.0059330817312002,0,0.127876,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,angry,angry,23.4,24.06,c,3.5357451304938885,0.0011261574691161,0,0.713562,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,with,with,24.06,24.57,c,0.0,0.0049094948917627,0,0.159218,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,him,him,24.57,25.05,c,0.0,0.0073107192292809,0,0.1273,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,because,because,25.23,25.89,c,0.0,0.0039322958327829,0,0.189236,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,he,he,25.89,26.25,c,0.0,0.0051428787410259,0,0.133009,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,was,was,26.25,26.76,c,0.406100786224316,0.0050284643657505,0,0.080005,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,proud,proud,26.94,27.42,c,0.0,0.0022582947276532,0,0.285092,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,and,and,27.42,27.81,c,2.95656721210025,0.0069714258424937,0,0.127194,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,they,they,27.81,28.05,c,0.0,0.0103948442265391,0,0.057197,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,ran,ran,28.05,28.59,s,0.0,0.0072614159435033,0,0.1273,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,away,away,28.77,29.34,c,0.0,0.0080863162875175,0,0.105428,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,the,the,29.52,29.79,c,0.0,0.0094483448192477,0,0.06149,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,peacock,peacock,29.79,30.33,c,3.650352984817883,0.002563573885709,0,0.704721,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,shouted,shouted,30.33,30.93,s,3.069714006777209,0.0007809624657966,0,0.679919,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,and,and,30.93,31.17,c,2.95656721210025,0.0076873474754393,0,0.132458,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,shouted,shouted,31.17,31.68,s,3.069714006777209,0.0008945637964643,0,0.679919,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,all,all,32.79,33.12,c,0.0,0.0017792147118598,0,0.285649,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,day,day,33.12,33.54,c,0.0,0.0102041037753224,0,0.057197,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,long,long,33.87,34.32,c,0.0,0.0007943789823912,0,0.377337,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,hoping,hoping,34.32,35.01,c,0.0,0.0017887151334434,0,0.285649,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,for,for,35.25,35.61,c,0.0,0.0110257342457771,0,0.071016,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,them,them,35.61,36.0,c,0.0,0.0094720087945461,0,0.06149,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,to,to,36.0,36.33,c,0.0,0.0022674135398119,0,0.285092,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,come,come,36.33,36.72,c,0.0,0.0022674135398119,0,0.285092,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,back,back,36.72,37.08,c,0.0,0.0054397750645875,0,0.128221,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,but,but,37.08,37.44,c,0.0,0.0145497573539614,0,0.035019,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,the,the,37.44,37.92,c,0.0,0.0095144109800457,0,0.06149,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,animals,animals,38.34,38.91,c,2.8059285653833057,0.0065414742566645,0,0.213293,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,did,did,38.91,39.21,c,0.0,0.0125918677076697,0,0.020343,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,not,not,39.21,39.6,c,0.406100786224316,0.0093740122392773,0,0.042256,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,come,come,39.6,39.87,c,0.0,0.0129541773349046,0,0.039524,0,C
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,back,back,39.87,40.2,c,0.0,0.0050052953884005,0,0.129835,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,long,long,0.99,1.44,c,0.0,0.0081589734181761,0,0.105428,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,long,long,1.44,1.98,c,0.0,0.00698535842821,0,0.1273,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,ago,ago,2.16,2.73,c,0.0,0.0089570004492998,0,0.038673,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,the,the,3.03,3.3,c,0.0,0.0158802736550569,0,0.047179,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,peacock,peacock,3.3,3.93,c,3.650352984817883,0.0019086390966549,0,0.715002,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,had,had,3.93,4.35,c,0.0,0.002967303385958,0,0.172023,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,a,a,4.35,4.5,c,0.0,0.0227968003600835,0,0.061841,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,lovely,lovely,4.5,5.01,c,0.9200152371878334,0.0003888676292262,0,0.460003,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,voice,voice,5.01,5.43,c,0.9200152371878334,0.0010715893004089,0,0.316313,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,and,and,5.43,5.7,c,2.95656721210025,0.0088134221732616,0,0.093948,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,beautiful,beautiful,5.7,6.42,c,7.293274914435145,0.0017197942361235,0,0.735886,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,feathers,feathers,6.42,7.02,c,2.250333956628733,0.0027312643360346,0,0.376562,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,every,every,7.23,7.77,c,3.56735060199773,0.0014125960879027,0,0.701934,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,day,day,7.77,8.04,c,0.0,0.0106690730899572,0,0.059093,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,he,he,8.04,8.31,c,0.0,0.0083638736978173,0,0.105428,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,walked,walked,8.31,9.06,c,3.8933488049826166,0.003909972961992,0,0.717937,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,in,in,9.93,10.26,c,0.0,0.0108725577592849,0,0.052143,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,front,front,10.26,10.89,s,4.049981288321418,0.000437264854554,0,0.749561,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,of,of,10.92,11.31,c,4.411563432609308,0.0065750102512538,0,0.263115,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,all,all,11.37,11.94,c,0.0,0.0007042845827527,0,0.377337,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,the,the,12.12,12.48,s,0.0,0.0147981131449341,0,0.035019,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,other,other,12.48,12.87,c,0.0,0.0083505632355809,0,0.105428,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,animals,animals,12.87,13.74,c,2.8059285653833057,0.00663059996441,0,0.213293,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,he,he,13.86,14.64,c,10.082365760938966,0.0013488497352227,0,0.87432,1,S
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,liked,liked,14.7,15.36,c,3.8933488049826166,0.0047611175104975,0,0.674125,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,to,to,15.87,16.14,c,0.0,0.0126767409965395,0,0.020343,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,show,show,16.14,16.68,c,0.0,0.0043541104532778,0,0.171941,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,off,off,16.68,17.07,c,0.0,0.0100677274167537,0,0.084144,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,his,his,17.1,17.61,c,0.0,0.0054854997433722,0,0.128221,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,beautiful,beautiful,18.09,18.84,c,7.293274914435145,0.0027826428413391,0,0.801612,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,feathers,feathers,18.84,19.65,c,2.250333956628733,0.0021043026354163,0,0.383276,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,the,the,20.07,20.4,c,0.0,0.0115437479689717,0,0.062217,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,animals,animals,20.4,21.03,c,2.8059285653833057,0.0038216181565076,0,0.511318,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,always,always,21.09,21.9,c,0.0,0.0011351305292919,0,0.3798,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,smiled,smiled,22.26,22.92,c,0.0,0.0009012106456793,0,0.377337,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,at,at,22.95,23.28,c,0.0,0.0086398478597402,0,0.118587,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,him,him,23.28,23.67,c,0.0,0.0069020963273942,0,0.1273,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,but,but,23.82,24.3,c,0.0,0.0054714162833988,0,0.128221,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,one,one,24.33,24.78,c,0.0,0.0106653338298201,0,0.059093,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,day,day,24.78,25.14,c,0.0,0.0090123275294899,0,0.038673,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,the,the,25.14,25.44,c,0.0,0.0144562106579542,0,0.035019,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,animals,animals,25.44,26.28,c,2.8059285653833057,0.0055906469933688,0,0.242627,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,were,were,26.28,26.61,c,0.0,0.0039654872380197,0,0.189236,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,angry,angry,26.61,27.12,c,3.5357451304938885,0.0029227382037788,0,0.689434,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,with,with,27.12,27.45,c,0.0,0.0056582451798021,0,0.127876,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,him,him,27.45,27.84,c,0.0,0.0074148145504295,0,0.1273,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,because,because,28.35,28.98,c,0.0,0.0051070260815322,0,0.133009,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,he,he,28.98,29.25,c,0.0,0.0063819224014878,0,0.124182,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,was,was,29.25,29.67,c,0.406100786224316,0.00495495647192,0,0.078595,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,proud,proud,29.67,30.18,c,0.0,0.0034580577630549,0,0.170065,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,and,and,30.21,30.63,c,2.95656721210025,0.0073264720849692,0,0.127194,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,they,they,30.63,31.11,c,0.0,0.0085294879972934,0,0.113525,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,ran,ran,31.32,31.77,c,0.0,0.0033184390049427,0,0.170065,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,away,away,31.8,32.34,c,0.0,0.0066962824203073,0,0.13149,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,the,the,32.67,32.94,c,0.0,0.0100249862298369,0,0.10098,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,peacock,peacock,32.94,33.45,c,3.650352984817883,0.0036331652663648,0,0.720019,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,shouted,shouted,33.45,34.29,c,3.069714006777209,0.0018548102816566,0,0.583174,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,and,and,36.33,36.78,c,2.95656721210025,0.0071952454745769,0,0.127194,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,shouted,shouted,36.78,37.47,c,3.069714006777209,0.0024584415368735,0,0.575331,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,all,all,37.62,38.16,c,0.0,0.0087528200820088,0,0.118587,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,day,day,38.19,38.58,c,0.0,0.0063420720398426,0,0.124182,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,long,long,38.58,39.09,c,0.0,0.0078058489598333,0,0.105428,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,hoping,hoping,39.09,39.75,s,3.8512170750087504,0.003578872885555,0,0.717937,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,for,for,39.75,40.26,c,0.0,0.008604509755969,0,0.113525,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,them,them,40.56,41.01,c,0.0,0.0086437501013278,0,0.118587,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,to,to,41.22,41.52,c,0.0,0.0123375412076711,0,0.020343,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,come,come,41.52,41.82,c,0.0,0.012816241942346,0,0.072999,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,back,back,41.82,42.15,c,0.0,0.0066161728464066,0,0.13149,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,but,but,42.15,42.57,c,0.0,0.0113227050751447,0,0.062217,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,the,the,42.72,43.17,c,0.0,0.0088689820840954,0,0.110977,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,animals,animals,43.47,44.13,c,2.8059285653833057,0.0069032814353704,0,0.219786,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,did,did,44.13,44.46,c,0.0,0.0096904803067445,0,0.06149,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,not,not,44.46,44.82,c,0.406100786224316,0.0107261836528778,0,0.036203,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,come,come,44.82,45.15,c,0.0,0.0105084078386425,0,0.059093,0,C
as_3-a-8_kv_kv-no2-3brd-chandigarh_06082025-000000-1_EN-OL-RC-235_1,back,back,45.15,45.66,c,0.0,0.0050157266668975,0,0.132032,0,C
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,soon,soon,0.99,1.86,c,0.0,0.0054893721826374,0,0.128221,0,C
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,his,his,2.34,3.24,c,0.0,0.0049201110377907,0,0.159218,0,C
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,voice,voice,3.33,4.05,c,0.9200152371878334,0.0018010474741458,0,0.246042,0,C
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,became,became,4.14,4.92,c,16.021504272064167,0.0005381925730034,0,0.948417,1,S
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,bad,bad,5.13,5.76,c,9.661927391906842,0.0001516137417638,0,0.855186,1,S
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,days,days,6.33,7.08,c,8.082003433862631,0.0008521975832991,0,0.874332,1,S
