utterance_id,canonical_word,start_time,end_time,GT_label,costed_neglog,entropy_gibbs_exp_min,miscue_prob,miscue_label,miscue_pred
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,देश,7.89,8.34,c,0.0,0.0004502560768742,0.509663,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,घूमने,8.34,9.12,c,0.0,2.9014539904892445e-05,0.545545,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,का,9.63,9.87,c,0.0,0.0011428802972659,0.423782,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,विचार,9.87,10.53,c,0.0,0.0007765098125673,0.45691,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,आया,10.62,11.13,c,0.0,0.0037591371219605,0.102427,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,और,12.36,12.6,c,0.0,0.0017282087355852,0.22537,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,उसने,12.6,13.05,c,0.0,0.0004823800991289,0.486869,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,देश,13.05,13.47,c,0.0,0.0006010656943544,0.467188,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,भ्रमन,13.47,14.16,s,,0.0001275526883546,0.928063,1,S
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,की,14.19,14.43,c,0.0,0.0067795594222843,0.102248,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,योजना,14.43,15.06,c,0.0,0.0021072963718324,0.170091,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,बनाई,15.06,15.57,c,0.0,0.0025461330078542,0.105903,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,और,16.02,16.35,c,0.0,0.0016828534426167,0.22537,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,घूमने,16.35,17.13,c,0.0,4.568002987070941e-05,0.538915,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,निकल,17.13,17.76,c,0.0,0.0010527953272685,0.417996,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,पडा,18.15,18.57,c,,2.0552002752083357e-05,0.926716,1,S
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,जब,18.57,18.87,c,0.0,0.0010990411974489,0.423782,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,वह,18.87,19.32,c,0.0,0.0040205498225986,0.072681,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,यात्रा,19.32,19.92,c,0.0,0.0050148270092904,0.066489,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,से,19.92,20.19,c,0.0,0.0042796493507921,0.078516,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,लौट,20.19,20.64,c,0.0,0.0006757902447134,0.4705,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,कर,20.64,20.94,c,0.0,0.0006614188896492,0.4705,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,अपने,20.94,21.42,c,0.0,0.0040937298908829,0.041233,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,महल,21.75,22.17,c,0.0,5.801227598567493e-05,0.538915,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,आया,22.17,22.59,c,0.0,0.0022205596324056,0.142124,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,उसने,22.59,23.31,c,0.0,0.0008632912067696,0.45691,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,अपने,23.67,24.39,c,0.0,0.0019850977696478,0.170091,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,मंत्रियों,24.87,25.62,s,15.935624249853063,0.0043949270620942,0.982544,1,S
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,से,25.62,26.34,c,0.0,0.0030556919518858,0.089266,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,पैरों,26.85,27.42,c,0.0,0.0011918055824935,0.423782,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,में,27.45,27.69,c,0.0,0.001570280874148,0.272048,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,दर्द,27.69,28.11,c,0.0,0.0018970860401168,0.206784,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,होने,28.11,28.77,c,0.0,0.0043905326165258,0.078516,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,की,28.77,29.19,c,0.0,0.0046325083822011,0.063251,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,शिकायत,30.45,31.38,c,0.0,0.0005673040286637,0.467188,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,की,31.38,31.71,c,0.0,0.0022237098310142,0.142124,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,राजा,31.71,32.25,c,0.0,0.0039017593953758,0.051565,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,का,32.25,32.67,c,0.0,2.222494731540792e-05,0.545545,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,कहना,32.97,33.69,c,0.0,0.0014460912207141,0.269013,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,था,34.08,34.47,c,0.0,0.0014617224223911,0.269013,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,कि,34.47,34.83,c,0.0,0.004892568103969,0.063251,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,मार्ग,34.83,35.19,s,16.66885168252899,0.0002074895601253,0.909635,1,S
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,में,35.43,35.64,s,9.771902234037416,3.455182877587504e-06,0.89956,1,S
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,जो,35.64,35.97,c,0.0,0.0007645309669896,0.45691,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,कंकड,35.97,36.6,c,,4.269485725671984e-05,0.925197,1,S
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,पत्थर,36.6,37.23,c,0.0,0.0007020749617367,0.4705,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,थे,37.23,37.74,c,0.0,0.0020076911896467,0.170091,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,वे,37.74,38.1,c,0.0,0.0020108404569327,0.170091,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,मेरे,38.49,39.03,c,0.0,0.0016998380888253,0.22537,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,पैरों,39.03,39.54,c,0.0,0.000709609419573,0.4705,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,में,39.57,39.75,c,0.0,0.0002341415965929,0.53479,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,चुभ,39.75,40.05,c,6.345688179714021,1.2185810192022473e-05,0.905926,1,S
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,गए,40.05,40.44,c,0.0,1.7408465282642283e-05,0.545545,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,और,40.83,41.13,c,0.0,0.0015038733836263,0.269013,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,इसके,41.52,42.0,c,0.0,0.003658126341179,0.092525,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,लिए,42.0,42.33,c,0.0,0.0040634726174175,0.041233,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,कुछ,42.33,42.75,c,0.0,0.0006274622282944,0.4705,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,इंतजाम,43.11,43.89,s,6.527732157218431,0.0040808296762406,0.952176,1,S
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,करना,43.89,44.37,c,0.0,0.005781153216958,0.090731,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,चाहिए,44.37,44.88,c,0.0,0.0013410397805273,0.312544,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,सालों,0.99,2.07,c,0.0,0.0023772255517542,0.133108,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,पहले,2.25,2.85,s,0.0,0.0014885173877701,0.269013,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,एक,2.85,3.33,c,0.0,0.0038088462315499,0.051565,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,घंटाघर,3.42,4.59,c,0.0,0.0006949829985387,0.4705,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,में,4.59,5.13,c,0.0,0.0024216051679104,0.147123,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,टीकू,5.13,6.0,c,1.4172657424106416,0.0017112799687311,0.07015,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,चिड़िया,6.33,6.96,c,0.0,0.0014744848012924,0.269013,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,अपने,6.96,7.83,c,3.3307297770419875,9.91321139736101e-05,0.863522,1,S
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,माता,7.83,8.34,c,0.0,0.0041431114077568,0.041233,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,पिता,8.34,8.85,c,0.0,0.0047367108054459,0.063251,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,और,8.88,9.36,c,0.0,0.0041680629365146,0.041233,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,पांच,9.39,9.84,c,,0.0016485116211697,0.906958,1,S
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,भाइयों,9.84,10.47,c,0.0,0.0024400011170655,0.147123,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,के,11.04,11.25,c,0.0,0.0084893908351659,0.038088,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,साथ,11.25,11.7,c,0.0,0.0004843726928811,0.486869,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,रहती,12.03,12.57,s,0.0,0.0013002638006582,0.312544,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,थी,12.57,13.05,c,0.0,0.0022055201698094,0.142124,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,टीकू,13.5,14.13,c,1.4172657424106416,0.0018855684902518,0.073143,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,चिड़िया,14.34,14.85,c,0.0,0.0023878091014921,0.133108,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,छोटी,14.85,15.39,c,0.0,0.0004307602357584,0.509663,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,सी,15.39,15.66,c,0.0,0.0028807669878005,0.097349,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,थी,15.66,16.08,c,0.0,0.00180591607932,0.223529,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,उसके,16.62,17.13,c,0.0,0.0017556635430082,0.22537,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,पंख,17.13,17.61,c,0.0,0.0030894330702722,0.093223,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,मुलायम,17.61,18.27,c,0.0,0.0015802244888618,0.272048,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,थे,18.27,18.63,c,0.0,0.0015670645516365,0.272048,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,उसकी,19.11,20.13,c,0.0,6.165531522128731e-05,0.538915,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,मां,20.13,20.7,c,,0.0001443762303097,0.929816,1,S
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,ने,20.97,21.54,c,0.0,0.0042287046089768,0.078516,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,उसे,21.57,22.05,c,0.0,0.0033804336562752,0.101118,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,घंटाघर,22.05,23.07,c,0.0,0.0013122521340847,0.312544,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,की,23.07,23.37,c,0.0,0.0012005220633,0.423782,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,ताल,23.37,23.88,c,0.0,0.0009778612293303,0.40836,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,पर,23.88,24.33,c,0.0,0.0028141844086349,0.112652,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,चहकना,24.87,25.8,c,0.0,0.000781473936513,0.45691,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,सिखाया,25.83,26.61,c,0.0,0.0018194040749222,0.223529,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,था,26.61,27.15,c,0.0,0.0027858659159392,0.112652,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,घंटाघर,27.63,28.68,c,0.0,0.0005396459018811,0.467188,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,के,28.68,28.92,c,0.0,0.003691179677844,0.073214,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,पास,28.92,29.58,c,0.0,0.001859322655946,0.214969,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,ही,29.88,30.12,c,0.0,0.0027422029525041,0.112652,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,एक,30.15,30.51,c,0.0,0.0029513319022953,0.101134,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,घर,30.51,30.87,c,0.0,0.0005749260890297,0.467188,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,था,30.87,31.32,c,0.0,0.0030976361595094,0.093223,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,जिसमें,31.68,32.34,c,0.0,0.0007514579920098,0.45691,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,पक्षियों,32.58,33.63,c,0.0,0.0006133422721177,0.4705,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,से,33.81,34.29,c,0.0,0.00473936740309,0.063251,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,प्यार,34.29,34.74,c,0.0,0.0023789617698639,0.133108,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,करने,34.74,35.28,c,0.0,0.0040710419416427,0.041233,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,वाली,35.28,35.76,c,0.0,0.0046866391785442,0.063251,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,एक,35.76,36.03,c,0.0,0.0091044781729578,0.036293,0,C
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,महिला,36.03,36.45,c,0.0,0.0015406492166221,0.269013,0,C
